clean_tweet,Sentiment
Great email from <user> CEO regarding panic buying and supporting all families through covid! I wanted to personally reassure you that we have more food and other essential items coming to us from manufacturers and into our warehouses and distribution centres. coronavirus <url>,Positive
"We (<user>) are calling on Canadian Federal Government ?? to provide basic income 'Well-being and Stimulus Payments' during current covid situation. A basic income (even interim) could help keep people healthy, then revive consumer confidence and spending. cdn poli <url>",Positive
"I was enlightened on the issue of ""panic-buying"" by our school nurse in which she said we shouldn't call it that way as it is not all about fear but disaster preparedness. As Ormoc City heightens its alertness on covid, she said its better to stock food and other necessary...",Negative
"Remarkable effort to prevent Covid _19 all around the world , Keep hygienic surroundings and self sanitation around ... Need not panic , healthy food , drink Luke warm or Boil purified water ... praying for everyone's health and those who are suffering , recover soon ..",Positive
<user> This tax cut will help put more money into the hands of the consumer BUT come tax time next year we will have to pay it back because we weren't taxed enough for this year. Right or wrong? covid economy payroll tax relief,Negative
"While praising all hospital and front line emergency staff during this pandemic, let's not forget all the supermarket staff who have now been thrust on to the frontline on minimum wage, a move they never expected their position to take vital food supplies covid <user>",Positive
<user> Anyone planning to look after vulnerable elderly during coronavirus covid pandemic in uk? Some have no broadband/ tablet/online banking/online shopping. <user> to reduce loneliness wld be a good ide,Negative
"The American public should be aware of bogus home testing kits for sale either online or in informal direct to consumer settings, CBP said <url>",Neutral
Avoiding Online Shopping Portals From China Thanks To covid? <url> via <user>,Positive
Legit... Everyone that has time to wait in line to GET INTO the grocery store has time to volunteer at a shelter or food bank to help those who really need toilet paper. coronavirus updates coron apocalypse coronavirus,Positive
coronavirus pandemic is a Respiratory Virus all you need are herbs to boost your immune system. <url> all prices are in Canadian dollars. Free shipping over <money> covid coronavirus update corona outbreak coronavirus coronavid19 canada pr masterclass <url>,Positive
"Former Supermarket boss says that staff self-isolating due to possible covid symptoms will affect the abiity of stores to re-stock shelves more than panic-buying. He's right, but its not ""either-or"" - its *both*. Plus, its also *shortage of delivery drivers and packers* too... <url>",Negative
"In times like coronavirus people at covid deutschland and other countries 've mixed emotions towards the situation. They're hoarding infos and food. But can it be also the time to think about our used words? Because the good vibes alphabet is the right ammount of food, to stock up! <url>",Positive
Going to the grocery store during covid is like Black Friday without the TVs. lame,Positive
Indig communities will be hit harder During H1N1 they had 5 44X national death rate average Let that sink in Low income people don t have means to stock up on food medical supplies access to health housing that allows for isolation,Negative
Me navigating through the grocery store not trying to get the covid! <url>,Neutral
"BREAKING: The World Health Organization declares covid a ""pandemic,"" pointing to the over 118,000 cases of the coronavirus illness in more than 110 countries and territories around the world <url>",Negative
About the camp out in front of the grocery store for toilet paper like Black Friday! the spots getting hot lord have mercy ???covid corona outbreak coronavirus pandemic,Positive
"My local supermarket looks like it's been looted with how people are panic buying over covid. Calm down. Shops aren't closing down, they're still gonna be supplied.",Positive
Staying in due to the coronavirus? Here's what to stock in your fridge and pantry <url> via <user> covid food corina virus diet home,Neutral
covid coronavirus pandemic coronavirus update your e not dying coron apocalypse corona outbreak <user> Supermarket shelves empty. That's insanity. Only the sick need our help. Now the sick have to use leaves from the woods for TP or sand or left hand. <user>,Negative
Stay up-to-date with us as we monitor automotive website performance and sales nationwide to understand the impact Coronavirus (covid) has on consumer shopping and buying behavior. <url>,Neutral
<user> Watch once the coronavirus is over all that food folks stock up on and other items probably be donated to food pantries.,Neutral
All Americans should be concerned w/ stock markets. LIQUIDITY and CREDIT. Lack of liquidity can cause a credit crisis and everything will freeze. -No medicine -No food -No supplies -Empty stores. coronavirus update coronavirus <user>,Negative
